sample interval	      I	     II	    III	    AVR	    AVL	    AVF	     V1	     V2	     V3	     V4	     V5	     V6
    (0.001 sec)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
           3823	 -0.030	 -0.065	 -0.035	  0.048	  0.003	 -0.050	  0.015	 -0.028	 -0.088	 -0.160	 -0.113	 -0.075
           3824	 -0.025	 -0.065	 -0.040	  0.045	  0.008	 -0.053	  0.020	 -0.030	 -0.090	 -0.163	 -0.115	 -0.080
           3825	 -0.020	 -0.068	 -0.048	  0.045	  0.013	 -0.058	  0.025	 -0.028	 -0.088	 -0.155	 -0.110	 -0.075
           3826	 -0.023	 -0.073	 -0.050	  0.048	  0.013	 -0.060	  0.025	 -0.028	 -0.085	 -0.153	 -0.108	 -0.068
           3827	 -0.028	 -0.070	 -0.045	  0.048	  0.008	 -0.055	  0.023	 -0.028	 -0.080	 -0.150	 -0.105	 -0.065
           3828	 -0.028	 -0.068	 -0.040	  0.048	  0.005	 -0.053	  0.023	 -0.030	 -0.080	 -0.153	 -0.108	 -0.068
           3829	 -0.023	 -0.065	 -0.040	  0.045	  0.008	 -0.053	  0.023	 -0.028	 -0.080	 -0.153	 -0.108	 -0.070
           3830	 -0.020	 -0.065	 -0.045	  0.043	  0.013	 -0.055	  0.020	 -0.025	 -0.083	 -0.155	 -0.108	 -0.070
           3831	 -0.020	 -0.065	 -0.043	  0.043	  0.013	 -0.055	  0.015	 -0.025	 -0.080	 -0.150	 -0.105	 -0.070
           3832	 -0.025	 -0.065	 -0.040	  0.045	  0.008	 -0.053	  0.013	 -0.028	 -0.080	 -0.150	 -0.108	 -0.073
           3833	 -0.025	 -0.063	 -0.038	  0.045	  0.005	 -0.050	  0.018	 -0.028	 -0.078	 -0.148	 -0.105	 -0.073
           3834	 -0.023	 -0.063	 -0.040	  0.043	  0.008	 -0.050	  0.020	 -0.028	 -0.078	 -0.150	 -0.105	 -0.073
           3835	 -0.020	 -0.060	 -0.040	  0.040	  0.010	 -0.050	  0.018	 -0.028	 -0.073	 -0.150	 -0.105	 -0.070
           3836	 -0.020	 -0.063	 -0.043	  0.040	  0.010	 -0.053	  0.013	 -0.028	 -0.073	 -0.153	 -0.110	 -0.073
           3837	 -0.020	 -0.063	 -0.043	  0.040	  0.010	 -0.053	  0.010	 -0.023	 -0.070	 -0.150	 -0.113	 -0.075
           3838	 -0.018	 -0.063	 -0.045	  0.040	  0.013	 -0.053	  0.010	 -0.018	 -0.073	 -0.153	 -0.113	 -0.075
           3839	 -0.018	 -0.063	 -0.045	  0.040	  0.013	 -0.053	  0.010	 -0.013	 -0.070	 -0.150	 -0.105	 -0.068
           3840	 -0.023	 -0.065	 -0.043	  0.043	  0.010	 -0.053	  0.013	 -0.013	 -0.070	 -0.148	 -0.105	 -0.065
           3841	 -0.025	 -0.065	 -0.040	  0.045	  0.008	 -0.053	  0.018	 -0.013	 -0.070	 -0.140	 -0.110	 -0.068
           3842	 -0.025	 -0.065	 -0.040	  0.045	  0.008	 -0.053	  0.023	 -0.015	 -0.070	 -0.140	 -0.113	 -0.075
           3843	 -0.020	 -0.060	 -0.040	  0.040	  0.010	 -0.050	  0.020	 -0.020	 -0.068	 -0.143	 -0.108	 -0.075
           3844	 -0.015	 -0.058	 -0.043	  0.035	  0.013	 -0.050	  0.013	 -0.023	 -0.065	 -0.148	 -0.100	 -0.070
           3845	 -0.013	 -0.058	 -0.045	  0.033	  0.015	 -0.050	  0.010	 -0.020	 -0.065	 -0.145	 -0.100	 -0.065
           3846	 -0.013	 -0.058	 -0.045	  0.035	  0.015	 -0.050	  0.013	 -0.020	 -0.073	 -0.143	 -0.108	 -0.068
           3847	 -0.015	 -0.058	 -0.040	  0.035	  0.010	 -0.048	  0.015	 -0.018	 -0.073	 -0.140	 -0.110	 -0.068
           3848	 -0.020	 -0.058	 -0.038	  0.038	  0.008	 -0.048	  0.015	 -0.018	 -0.065	 -0.140	 -0.105	 -0.065
           3849	 -0.018	 -0.055	 -0.035	  0.035	  0.008	 -0.045	  0.013	 -0.013	 -0.058	 -0.140	 -0.098	 -0.060
           3850	 -0.013	 -0.050	 -0.038	  0.030	  0.013	 -0.043	  0.010	 -0.013	 -0.063	 -0.143	 -0.100	 -0.063
           3851	 -0.008	 -0.045	 -0.038	  0.025	  0.015	 -0.040	  0.010	 -0.015	 -0.070	 -0.143	 -0.103	 -0.065
           3852	 -0.013	 -0.050	 -0.038	  0.030	  0.013	 -0.043	  0.013	 -0.020	 -0.073	 -0.143	 -0.103	 -0.065
           3853	 -0.020	 -0.058	 -0.038	  0.038	  0.010	 -0.048	  0.015	 -0.015	 -0.070	 -0.138	 -0.098	 -0.060
           3854	 -0.020	 -0.060	 -0.040	  0.040	  0.010	 -0.050	  0.015	 -0.008	 -0.068	 -0.135	 -0.098	 -0.063
           3855	 -0.018	 -0.055	 -0.040	  0.035	  0.010	 -0.048	  0.015	 -0.005	 -0.065	 -0.135	 -0.100	 -0.068
           3856	 -0.015	 -0.053	 -0.038	  0.033	  0.010	 -0.045	  0.018	 -0.010	 -0.063	 -0.140	 -0.103	 -0.068
           3857	 -0.015	 -0.050	 -0.035	  0.033	  0.010	 -0.043	  0.018	 -0.015	 -0.060	 -0.143	 -0.098	 -0.065
           3858	 -0.015	 -0.050	 -0.035	  0.033	  0.010	 -0.043	  0.015	 -0.020	 -0.063	 -0.145	 -0.095	 -0.065
           3859	 -0.013	 -0.048	 -0.035	  0.030	  0.013	 -0.040	  0.010	 -0.020	 -0.068	 -0.145	 -0.095	 -0.070
           3860	 -0.013	 -0.050	 -0.038	  0.030	  0.013	 -0.043	  0.008	 -0.020	 -0.070	 -0.145	 -0.100	 -0.070
           3861	 -0.015	 -0.055	 -0.040	  0.035	  0.013	 -0.048	  0.008	 -0.018	 -0.068	 -0.143	 -0.105	 -0.065
           3862	 -0.015	 -0.060	 -0.045	  0.038	  0.015	 -0.053	  0.005	 -0.015	 -0.068	 -0.143	 -0.108	 -0.060
           3863	 -0.015	 -0.058	 -0.043	  0.035	  0.015	 -0.050	  0.003	 -0.018	 -0.068	 -0.143	 -0.105	 -0.063
           3864	 -0.015	 -0.053	 -0.038	  0.033	  0.010	 -0.045	  0.005	 -0.020	 -0.070	 -0.145	 -0.103	 -0.065
           3865	 -0.018	 -0.050	 -0.033	  0.033	  0.005	 -0.040	  0.013	 -0.020	 -0.068	 -0.143	 -0.100	 -0.063
           3866	 -0.018	 -0.053	 -0.035	  0.035	  0.008	 -0.043	  0.018	 -0.018	 -0.070	 -0.143	 -0.100	 -0.065
           3867	 -0.015	 -0.053	 -0.038	  0.035	  0.010	 -0.045	  0.015	 -0.018	 -0.073	 -0.145	 -0.103	 -0.070
           3868	 -0.015	 -0.053	 -0.038	  0.033	  0.010	 -0.045	  0.013	 -0.020	 -0.075	 -0.148	 -0.105	 -0.075
           3869	 -0.018	 -0.053	 -0.035	  0.033	  0.008	 -0.043	  0.013	 -0.020	 -0.073	 -0.145	 -0.105	 -0.070
           3870	 -0.018	 -0.053	 -0.035	  0.035	  0.008	 -0.043	  0.013	 -0.018	 -0.073	 -0.143	 -0.103	 -0.063
           3871	 -0.015	 -0.053	 -0.038	  0.033	  0.010	 -0.043	  0.008	 -0.018	 -0.073	 -0.143	 -0.100	 -0.060
           3872	 -0.015	 -0.053	 -0.038	  0.033	  0.010	 -0.045	  0.000	 -0.020	 -0.073	 -0.145	 -0.098	 -0.063
           3873	 -0.018	 -0.053	 -0.035	  0.033	  0.008	 -0.045	  0.003	 -0.020	 -0.070	 -0.140	 -0.095	 -0.060
           3874	 -0.020	 -0.053	 -0.033	  0.035	  0.005	 -0.043	  0.010	 -0.018	 -0.070	 -0.133	 -0.095	 -0.060
           3875	 -0.018	 -0.048	 -0.033	  0.033	  0.008	 -0.040	  0.013	 -0.018	 -0.073	 -0.133	 -0.098	 -0.065
           3876	 -0.013	 -0.045	 -0.033	  0.028	  0.010	 -0.038	  0.008	 -0.023	 -0.075	 -0.140	 -0.100	 -0.070
           3877	 -0.013	 -0.045	 -0.033	  0.028	  0.010	 -0.038	  0.003	 -0.028	 -0.073	 -0.148	 -0.100	 -0.070
           3878	 -0.013	 -0.048	 -0.035	  0.030	  0.010	 -0.040	  0.008	 -0.030	 -0.073	 -0.148	 -0.100	 -0.063
           3879	 -0.013	 -0.048	 -0.038	  0.030	  0.010	 -0.040	  0.013	 -0.030	 -0.073	 -0.145	 -0.098	 -0.060
           3880	 -0.013	 -0.048	 -0.035	  0.030	  0.010	 -0.040	  0.010	 -0.033	 -0.075	 -0.148	 -0.098	 -0.065
           3881	 -0.018	 -0.048	 -0.033	  0.033	  0.005	 -0.040	  0.005	 -0.030	 -0.073	 -0.150	 -0.098	 -0.070
           3882	 -0.020	 -0.053	 -0.033	  0.035	  0.005	 -0.043	  0.008	 -0.025	 -0.070	 -0.150	 -0.100	 -0.068
           3883	 -0.018	 -0.053	 -0.035	  0.035	  0.008	 -0.045	  0.013	 -0.023	 -0.073	 -0.145	 -0.103	 -0.063
           3884	 -0.013	 -0.050	 -0.038	  0.030	  0.013	 -0.043	  0.013	 -0.028	 -0.080	 -0.143	 -0.103	 -0.060
           3885	 -0.010	 -0.048	 -0.035	  0.028	  0.013	 -0.040	  0.008	 -0.033	 -0.085	 -0.148	 -0.100	 -0.058
           3886	 -0.013	 -0.048	 -0.035	  0.030	  0.010	 -0.040	  0.003	 -0.033	 -0.085	 -0.155	 -0.100	 -0.060
           3887	 -0.013	 -0.050	 -0.038	  0.030	  0.013	 -0.043	  0.005	 -0.030	 -0.083	 -0.160	 -0.105	 -0.068
           3888	 -0.010	 -0.050	 -0.040	  0.030	  0.015	 -0.045	  0.008	 -0.033	 -0.083	 -0.158	 -0.108	 -0.073
           3889	 -0.013	 -0.050	 -0.040	  0.030	  0.015	 -0.045	  0.010	 -0.035	 -0.080	 -0.150	 -0.105	 -0.070
           3890	 -0.018	 -0.055	 -0.038	  0.035	  0.010	 -0.045	  0.010	 -0.035	 -0.078	 -0.145	 -0.098	 -0.063
           3891	 -0.023	 -0.060	 -0.038	  0.040	  0.008	 -0.048	  0.010	 -0.033	 -0.080	 -0.143	 -0.095	 -0.058
           3892	 -0.023	 -0.063	 -0.040	  0.043	  0.008	 -0.050	  0.008	 -0.030	 -0.083	 -0.148	 -0.098	 -0.058
           3893	 -0.020	 -0.063	 -0.043	  0.043	  0.010	 -0.053	  0.008	 -0.033	 -0.083	 -0.153	 -0.103	 -0.060
           3894	 -0.018	 -0.063	 -0.045	  0.040	  0.013	 -0.053	  0.008	 -0.038	 -0.085	 -0.158	 -0.108	 -0.063
           3895	 -0.013	 -0.058	 -0.045	  0.035	  0.015	 -0.050	  0.008	 -0.043	 -0.090	 -0.160	 -0.110	 -0.070
           3896	 -0.010	 -0.053	 -0.043	  0.030	  0.015	 -0.048	  0.005	 -0.043	 -0.098	 -0.163	 -0.110	 -0.078
           3897	 -0.013	 -0.053	 -0.043	  0.030	  0.015	 -0.048	  0.008	 -0.038	 -0.098	 -0.160	 -0.105	 -0.075
           3898	 -0.018	 -0.060	 -0.043	  0.038	  0.013	 -0.050	  0.013	 -0.033	 -0.093	 -0.155	 -0.098	 -0.065
           3899	 -0.020	 -0.065	 -0.043	  0.043	  0.013	 -0.053	  0.015	 -0.033	 -0.093	 -0.155	 -0.098	 -0.060
           3900	 -0.020	 -0.060	 -0.040	  0.040	  0.010	 -0.050	  0.010	 -0.043	 -0.100	 -0.163	 -0.105	 -0.065
           3901	 -0.018	 -0.053	 -0.035	  0.035	  0.008	 -0.045	  0.003	 -0.050	 -0.108	 -0.170	 -0.113	 -0.070
           3902	 -0.015	 -0.053	 -0.038	  0.033	  0.010	 -0.045	  0.003	 -0.050	 -0.105	 -0.170	 -0.113	 -0.068
           3903	 -0.013	 -0.058	 -0.045	  0.035	  0.013	 -0.050	  0.010	 -0.045	 -0.100	 -0.165	 -0.110	 -0.060
           3904	 -0.015	 -0.063	 -0.048	  0.038	  0.015	 -0.055	  0.013	 -0.043	 -0.100	 -0.165	 -0.110	 -0.060
           3905	 -0.020	 -0.065	 -0.043	  0.040	  0.010	 -0.053	  0.008	 -0.043	 -0.103	 -0.168	 -0.108	 -0.065
           3906	 -0.028	 -0.065	 -0.038	  0.045	  0.005	 -0.050	  0.003	 -0.043	 -0.103	 -0.170	 -0.103	 -0.063
           3907	 -0.028	 -0.065	 -0.038	  0.048	  0.005	 -0.050	  0.005	 -0.040	 -0.100	 -0.170	 -0.103	 -0.055
           3908	 -0.020	 -0.065	 -0.045	  0.043	  0.013	 -0.055	  0.010	 -0.043	 -0.105	 -0.173	 -0.108	 -0.055
           3909	 -0.013	 -0.063	 -0.050	  0.038	  0.018	 -0.055	  0.010	 -0.048	 -0.113	 -0.173	 -0.115	 -0.063
           3910	 -0.015	 -0.063	 -0.048	  0.038	  0.015	 -0.055	  0.010	 -0.050	 -0.115	 -0.173	 -0.115	 -0.068
           3911	 -0.020	 -0.065	 -0.048	  0.043	  0.013	 -0.055	  0.013	 -0.048	 -0.113	 -0.170	 -0.113	 -0.068
           3912	 -0.020	 -0.070	 -0.050	  0.045	  0.015	 -0.060	  0.013	 -0.048	 -0.110	 -0.168	 -0.113	 -0.068
           3913	 -0.015	 -0.070	 -0.055	  0.043	  0.020	 -0.063	  0.010	 -0.050	 -0.110	 -0.168	 -0.113	 -0.070
           3914	 -0.013	 -0.068	 -0.055	  0.040	  0.020	 -0.060	  0.008	 -0.053	 -0.115	 -0.170	 -0.115	 -0.073
           3915	 -0.013	 -0.068	 -0.053	  0.040	  0.020	 -0.058	  0.008	 -0.053	 -0.120	 -0.173	 -0.118	 -0.073
           3916	 -0.013	 -0.068	 -0.055	  0.040	  0.020	 -0.060	  0.005	 -0.055	 -0.123	 -0.178	 -0.125	 -0.073
           3917	 -0.010	 -0.068	 -0.058	  0.040	  0.023	 -0.063	  0.003	 -0.063	 -0.125	 -0.180	 -0.130	 -0.073
           3918	 -0.008	 -0.068	 -0.060	  0.038	  0.025	 -0.063	  0.000	 -0.070	 -0.128	 -0.183	 -0.128	 -0.073
           3919	 -0.010	 -0.068	 -0.058	  0.038	  0.023	 -0.060	  0.003	 -0.070	 -0.130	 -0.183	 -0.120	 -0.070
           3920	 -0.018	 -0.070	 -0.053	  0.043	  0.018	 -0.060	  0.008	 -0.065	 -0.130	 -0.185	 -0.115	 -0.068
           3921	 -0.020	 -0.073	 -0.053	  0.045	  0.015	 -0.063	  0.010	 -0.060	 -0.128	 -0.185	 -0.118	 -0.070
           3922	 -0.018	 -0.073	 -0.055	  0.045	  0.018	 -0.063	  0.008	 -0.063	 -0.128	 -0.185	 -0.123	 -0.075
           3923	 -0.013	 -0.070	 -0.058	  0.043	  0.020	 -0.063	  0.008	 -0.068	 -0.128	 -0.185	 -0.125	 -0.078
           3924	 -0.013	 -0.070	 -0.058	  0.040	  0.023	 -0.063	  0.008	 -0.070	 -0.133	 -0.188	 -0.125	 -0.075
           3925	 -0.015	 -0.073	 -0.058	  0.043	  0.020	 -0.065	  0.005	 -0.068	 -0.135	 -0.190	 -0.123	 -0.073
           3926	 -0.020	 -0.078	 -0.058	  0.048	  0.018	 -0.068	  0.003	 -0.063	 -0.135	 -0.193	 -0.120	 -0.070
           3927	 -0.020	 -0.078	 -0.058	  0.050	  0.018	 -0.068	  0.005	 -0.060	 -0.133	 -0.193	 -0.118	 -0.070
           3928	 -0.020	 -0.075	 -0.055	  0.048	  0.018	 -0.065	  0.010	 -0.063	 -0.135	 -0.193	 -0.118	 -0.070
           3929	 -0.018	 -0.073	 -0.055	  0.045	  0.020	 -0.063	  0.015	 -0.068	 -0.140	 -0.190	 -0.120	 -0.070
           3930	 -0.018	 -0.075	 -0.058	  0.045	  0.020	 -0.065	  0.013	 -0.073	 -0.143	 -0.190	 -0.120	 -0.073
           3931	 -0.018	 -0.080	 -0.063	  0.048	  0.020	 -0.068	  0.008	 -0.073	 -0.140	 -0.193	 -0.120	 -0.075
           3932	 -0.018	 -0.083	 -0.065	  0.050	  0.023	 -0.073	  0.005	 -0.073	 -0.138	 -0.195	 -0.125	 -0.080
           3933	 -0.018	 -0.085	 -0.065	  0.053	  0.023	 -0.075	  0.005	 -0.073	 -0.140	 -0.198	 -0.130	 -0.080
           3934	 -0.020	 -0.085	 -0.065	  0.053	  0.023	 -0.075	  0.005	 -0.075	 -0.148	 -0.198	 -0.133	 -0.078
           3935	 -0.023	 -0.085	 -0.063	  0.053	  0.020	 -0.073	  0.008	 -0.080	 -0.153	 -0.200	 -0.133	 -0.073
           3936	 -0.023	 -0.085	 -0.063	  0.053	  0.020	 -0.073	  0.010	 -0.080	 -0.153	 -0.203	 -0.130	 -0.073
           3937	 -0.023	 -0.085	 -0.063	  0.053	  0.020	 -0.073	  0.010	 -0.075	 -0.148	 -0.205	 -0.128	 -0.075
           3938	 -0.025	 -0.088	 -0.063	  0.055	  0.018	 -0.075	  0.008	 -0.073	 -0.145	 -0.203	 -0.128	 -0.075
           3939	 -0.025	 -0.088	 -0.063	  0.055	  0.018	 -0.075	  0.008	 -0.073	 -0.148	 -0.200	 -0.128	 -0.073
           3940	 -0.025	 -0.088	 -0.063	  0.055	  0.018	 -0.075	  0.008	 -0.078	 -0.153	 -0.203	 -0.130	 -0.075
           3941	 -0.023	 -0.085	 -0.065	  0.053	  0.020	 -0.075	  0.008	 -0.080	 -0.155	 -0.205	 -0.133	 -0.083
           3942	 -0.020	 -0.085	 -0.065	  0.053	  0.023	 -0.075	  0.005	 -0.080	 -0.155	 -0.205	 -0.133	 -0.088
           3943	 -0.023	 -0.085	 -0.063	  0.053	  0.020	 -0.073	  0.005	 -0.075	 -0.155	 -0.208	 -0.130	 -0.088
           3944	 -0.025	 -0.085	 -0.060	  0.055	  0.018	 -0.073	  0.008	 -0.075	 -0.160	 -0.213	 -0.130	 -0.085
           3945	 -0.025	 -0.085	 -0.060	  0.055	  0.018	 -0.073	  0.008	 -0.080	 -0.163	 -0.215	 -0.135	 -0.085
           3946	 -0.020	 -0.085	 -0.065	  0.053	  0.023	 -0.075	  0.005	 -0.085	 -0.160	 -0.213	 -0.140	 -0.088
           3947	 -0.015	 -0.083	 -0.068	  0.050	  0.025	 -0.073	  0.003	 -0.088	 -0.158	 -0.210	 -0.143	 -0.090
           3948	 -0.018	 -0.083	 -0.065	  0.050	  0.023	 -0.073	  0.005	 -0.088	 -0.160	 -0.210	 -0.140	 -0.088
           3949	 -0.023	 -0.088	 -0.065	  0.055	  0.020	 -0.075	  0.010	 -0.088	 -0.163	 -0.213	 -0.135	 -0.083
           3950	 -0.025	 -0.093	 -0.068	  0.058	  0.020	 -0.080	  0.010	 -0.090	 -0.165	 -0.213	 -0.133	 -0.083
           3951	 -0.023	 -0.093	 -0.070	  0.055	  0.023	 -0.080	  0.008	 -0.088	 -0.165	 -0.213	 -0.133	 -0.088
           3952	 -0.020	 -0.088	 -0.068	  0.053	  0.023	 -0.078	  0.008	 -0.085	 -0.168	 -0.215	 -0.135	 -0.095
           3953	 -0.020	 -0.088	 -0.065	  0.053	  0.020	 -0.075	  0.010	 -0.083	 -0.168	 -0.218	 -0.138	 -0.095
           3954	 -0.025	 -0.093	 -0.068	  0.058	  0.020	 -0.080	  0.010	 -0.083	 -0.165	 -0.215	 -0.135	 -0.090
           3955	 -0.028	 -0.098	 -0.070	  0.060	  0.020	 -0.083	  0.008	 -0.085	 -0.160	 -0.210	 -0.130	 -0.085
           3956	 -0.028	 -0.095	 -0.068	  0.060	  0.020	 -0.080	  0.005	 -0.088	 -0.163	 -0.213	 -0.133	 -0.085
           3957	 -0.028	 -0.088	 -0.063	  0.055	  0.018	 -0.075	  0.005	 -0.090	 -0.170	 -0.218	 -0.140	 -0.088
           3958	 -0.025	 -0.088	 -0.063	  0.055	  0.018	 -0.075	  0.008	 -0.093	 -0.175	 -0.220	 -0.145	 -0.090
           3959	 -0.023	 -0.093	 -0.068	  0.058	  0.023	 -0.080	  0.010	 -0.095	 -0.175	 -0.218	 -0.145	 -0.090
           3960	 -0.025	 -0.095	 -0.070	  0.060	  0.023	 -0.083	  0.013	 -0.095	 -0.173	 -0.218	 -0.143	 -0.088
           3961	 -0.030	 -0.095	 -0.065	  0.063	  0.018	 -0.080	  0.015	 -0.093	 -0.168	 -0.220	 -0.138	 -0.085
           3962	 -0.035	 -0.098	 -0.063	  0.065	  0.013	 -0.080	  0.015	 -0.090	 -0.165	 -0.220	 -0.135	 -0.085
           3963	 -0.035	 -0.100	 -0.068	  0.065	  0.015	 -0.085	  0.013	 -0.090	 -0.165	 -0.218	 -0.138	 -0.088
           3964	 -0.030	 -0.103	 -0.073	  0.065	  0.020	 -0.088	  0.008	 -0.093	 -0.173	 -0.218	 -0.143	 -0.093
           3965	 -0.030	 -0.100	 -0.070	  0.065	  0.020	 -0.085	  0.005	 -0.093	 -0.178	 -0.220	 -0.148	 -0.093
           3966	 -0.035	 -0.100	 -0.065	  0.068	  0.015	 -0.083	  0.008	 -0.095	 -0.175	 -0.220	 -0.145	 -0.090
           3967	 -0.040	 -0.105	 -0.065	  0.073	  0.013	 -0.083	  0.010	 -0.098	 -0.170	 -0.215	 -0.140	 -0.085
           3968	 -0.038	 -0.108	 -0.070	  0.073	  0.015	 -0.088	  0.013	 -0.100	 -0.170	 -0.215	 -0.140	 -0.085
           3969	 -0.033	 -0.105	 -0.073	  0.068	  0.020	 -0.088	  0.015	 -0.098	 -0.175	 -0.220	 -0.145	 -0.088
           3970	 -0.030	 -0.100	 -0.070	  0.065	  0.020	 -0.085	  0.018	 -0.095	 -0.178	 -0.223	 -0.148	 -0.090
           3971	 -0.033	 -0.103	 -0.070	  0.068	  0.018	 -0.085	  0.018	 -0.093	 -0.175	 -0.220	 -0.145	 -0.093
           3972	 -0.038	 -0.110	 -0.073	  0.073	  0.018	 -0.090	  0.013	 -0.095	 -0.173	 -0.220	 -0.143	 -0.095
           3973	 -0.040	 -0.115	 -0.075	  0.075	  0.018	 -0.093	  0.010	 -0.095	 -0.175	 -0.225	 -0.143	 -0.093
           3974	 -0.038	 -0.113	 -0.075	  0.075	  0.018	 -0.093	  0.013	 -0.093	 -0.180	 -0.230	 -0.143	 -0.090
           3975	 -0.035	 -0.110	 -0.078	  0.073	  0.020	 -0.093	  0.020	 -0.090	 -0.180	 -0.228	 -0.140	 -0.088
           3976	 -0.033	 -0.113	 -0.080	  0.073	  0.023	 -0.095	  0.020	 -0.090	 -0.178	 -0.223	 -0.140	 -0.088
           3977	 -0.033	 -0.113	 -0.080	  0.073	  0.023	 -0.095	  0.015	 -0.095	 -0.175	 -0.223	 -0.145	 -0.090
           3978	 -0.033	 -0.110	 -0.078	  0.070	  0.023	 -0.093	  0.010	 -0.100	 -0.175	 -0.230	 -0.150	 -0.090
           3979	 -0.033	 -0.108	 -0.075	  0.070	  0.023	 -0.090	  0.010	 -0.103	 -0.173	 -0.233	 -0.150	 -0.093
           3980	 -0.033	 -0.110	 -0.078	  0.070	  0.023	 -0.093	  0.010	 -0.103	 -0.175	 -0.230	 -0.148	 -0.098
           3981	 -0.033	 -0.110	 -0.078	  0.070	  0.023	 -0.093	  0.010	 -0.103	 -0.180	 -0.228	 -0.145	 -0.100
           3982	 -0.033	 -0.108	 -0.075	  0.070	  0.020	 -0.090	  0.010	 -0.105	 -0.185	 -0.228	 -0.145	 -0.095
           3983	 -0.033	 -0.105	 -0.073	  0.070	  0.020	 -0.088	  0.018	 -0.105	 -0.183	 -0.228	 -0.140	 -0.088
           3984	 -0.035	 -0.110	 -0.075	  0.073	  0.020	 -0.093	  0.023	 -0.105	 -0.178	 -0.225	 -0.138	 -0.085
           3985	 -0.035	 -0.115	 -0.080	  0.075	  0.023	 -0.098	  0.020	 -0.103	 -0.180	 -0.225	 -0.140	 -0.088
           3986	 -0.035	 -0.118	 -0.083	  0.075	  0.023	 -0.100	  0.015	 -0.105	 -0.185	 -0.225	 -0.145	 -0.090
           3987	 -0.033	 -0.115	 -0.083	  0.073	  0.025	 -0.098	  0.013	 -0.108	 -0.185	 -0.225	 -0.148	 -0.090
           3988	 -0.033	 -0.115	 -0.083	  0.073	  0.025	 -0.098	  0.013	 -0.108	 -0.183	 -0.228	 -0.150	 -0.088
           3989	 -0.033	 -0.115	 -0.083	  0.073	  0.025	 -0.098	  0.013	 -0.103	 -0.183	 -0.233	 -0.150	 -0.088
           3990	 -0.035	 -0.115	 -0.080	  0.075	  0.023	 -0.098	  0.013	 -0.098	 -0.188	 -0.235	 -0.150	 -0.090
           3991	 -0.035	 -0.115	 -0.080	  0.075	  0.023	 -0.098	  0.015	 -0.098	 -0.190	 -0.233	 -0.148	 -0.093
           3992	 -0.033	 -0.115	 -0.083	  0.073	  0.025	 -0.098	  0.020	 -0.103	 -0.185	 -0.228	 -0.148	 -0.098
           3993	 -0.030	 -0.115	 -0.085	  0.070	  0.028	 -0.100	  0.023	 -0.105	 -0.180	 -0.228	 -0.150	 -0.098
           3994	 -0.030	 -0.118	 -0.088	  0.073	  0.028	 -0.103	  0.020	 -0.100	 -0.183	 -0.233	 -0.155	 -0.095
           3995	 -0.033	 -0.123	 -0.088	  0.078	  0.025	 -0.105	  0.018	 -0.093	 -0.185	 -0.233	 -0.153	 -0.090
           3996	 -0.038	 -0.128	 -0.090	  0.083	  0.025	 -0.108	  0.018	 -0.093	 -0.185	 -0.230	 -0.148	 -0.088
           3997	 -0.038	 -0.125	 -0.090	  0.083	  0.025	 -0.105	  0.018	 -0.098	 -0.183	 -0.230	 -0.148	 -0.090
           3998	 -0.033	 -0.118	 -0.085	  0.075	  0.025	 -0.100	  0.013	 -0.108	 -0.188	 -0.235	 -0.150	 -0.090
           3999	 -0.030	 -0.113	 -0.080	  0.070	  0.025	 -0.098	  0.010	 -0.110	 -0.195	 -0.240	 -0.153	 -0.090
           4000	 -0.035	 -0.118	 -0.083	  0.075	  0.023	 -0.100	  0.010	 -0.108	 -0.195	 -0.238	 -0.150	 -0.090
           4001	 -0.040	 -0.125	 -0.085	  0.080	  0.023	 -0.105	  0.013	 -0.103	 -0.188	 -0.235	 -0.153	 -0.093
           4002	 -0.038	 -0.125	 -0.088	  0.080	  0.025	 -0.105	  0.013	 -0.105	 -0.185	 -0.238	 -0.158	 -0.098
           4003	 -0.033	 -0.118	 -0.085	  0.073	  0.028	 -0.100	  0.010	 -0.110	 -0.188	 -0.240	 -0.160	 -0.100
           4004	 -0.033	 -0.115	 -0.083	  0.073	  0.025	 -0.098	  0.013	 -0.113	 -0.193	 -0.235	 -0.158	 -0.103
           4005	 -0.040	 -0.120	 -0.080	  0.078	  0.020	 -0.100	  0.015	 -0.110	 -0.193	 -0.228	 -0.153	 -0.100
           4006	 -0.043	 -0.123	 -0.080	  0.083	  0.018	 -0.100	  0.015	 -0.108	 -0.190	 -0.230	 -0.153	 -0.098
           4007	 -0.038	 -0.118	 -0.080	  0.078	  0.020	 -0.098	  0.010	 -0.110	 -0.193	 -0.238	 -0.155	 -0.095
           4008	 -0.035	 -0.115	 -0.080	  0.075	  0.023	 -0.098	  0.008	 -0.113	 -0.195	 -0.245	 -0.155	 -0.095
           4009	 -0.040	 -0.120	 -0.080	  0.080	  0.020	 -0.100	  0.008	 -0.113	 -0.195	 -0.243	 -0.153	 -0.095
           4010	 -0.045	 -0.125	 -0.080	  0.085	  0.018	 -0.103	  0.010	 -0.110	 -0.193	 -0.235	 -0.155	 -0.095
           4011	 -0.043	 -0.125	 -0.083	  0.083	  0.020	 -0.103	  0.008	 -0.110	 -0.193	 -0.233	 -0.160	 -0.098
